,teamId,participantId,champion,role,lane,spell1,spell2,item1,item2,item3,item4,item5,item6,item7,win,kills,deaths,assists,largestKillingSpree,killingSprees,largestMultiKill,doubleKills,tripleKills,quadraKills,pentaKills,longestTimeSpentLiving,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,visionScore,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,primaryKeystone,creepsPerMinDeltas,xpPerMinDeltas,goldPerMinDeltas,championName,summonerSpell1,summonerSpell2,team,keystone,item-1,item-2,item-3,item-4,item-5,item-6,item-7
{'summonerName': 'RITO STAFF N1GGA'},200,10,119,NONE,JUNGLE,4,7,3065,3181,3006,3042,3147,3812,3340,True,21,12,3,4,5,3,1,1,0,0,373,194926,390,190900,3636,0,41327,142,39898,1286,37036,10300,22908,3826,19072,16940,2,0,167,18,14,0,15,0,0,16,7,4,True,False,False,False,8005,"{'10-20': 4.8, '0-10': 5.3, '20-30': 5.4}","{'10-20': 419.70000000000005, '0-10': 287.6, '20-30': 548.5}","{'10-20': 586.8, '0-10': 443.5, '20-30': 570.3}",Draven,Flash,Heal,Red,Press the Attack,Spirit Visage,Sanguine Blade,Berserker's Greaves,Muramana,Duskblade of Draktharr,Death's Dance,Warding Totem (Trinket)
{'summonerName': 'Cryonizer'},100,1,81,DUO_CARRY,BOTTOM,4,7,3004,3158,3057,3044,3101,0,3340,False,3,8,6,2,1,1,0,0,0,0,229,42887,7161,35725,0,0,11783,4083,7700,0,12236,3632,7426,1177,6986,7025,0,0,93,0,0,0,10,1,0,9,7,0,False,False,False,False,8010,"{'10-20': 3.3, '0-10': 6}","{'10-20': 416.9, '0-10': 298.8}","{'10-20': 383.6, '0-10': 254.79999999999998}",Ezreal,Flash,Heal,Blue,Conqueror,Manamune,Ionian Boots of Lucidity,Sheen,Phage,Stinger,N/A,Warding Totem (Trinket)
{'summonerName': 'Bôba Tea'},100,2,1,SOLO,MIDDLE,14,4,3285,2031,1052,3020,1028,1056,3340,False,2,6,6,0,0,1,0,0,0,0,413,54476,46440,7488,547,37,9791,8737,506,547,12797,5723,5345,1728,6513,5960,0,0,112,0,0,0,12,1,0,10,7,1,False,False,False,False,8112,"{'10-20': 5, '0-10': 6.199999999999999}","{'10-20': 436.5, '0-10': 442.70000000000005}","{'10-20': 371.6, '0-10': 219.5}",Annie,Ignite,Flash,Blue,Electrocute,Luden's Echo,Refillable Potion,Amplifying Tome,Sorcerer's Shoes,Ruby Crystal,Doran's Ring,Warding Totem (Trinket)
{'summonerName': 'Yert032'},100,3,33,NONE,JUNGLE,11,4,1401,3001,3047,0,3076,0,3364,False,5,5,7,3,1,2,1,0,0,0,714,91222,59741,19698,11782,31,8684,6827,1138,718,19296,4173,13824,1299,8034,7825,0,0,22,71,54,0,11,1,0,11,2,2,False,False,False,False,8439,"{'10-20': 2, '0-10': 0.2}","{'10-20': 474, '0-10': 317.4}","{'10-20': 468.2, '0-10': 275}",Rammus,Smite,Flash,Blue,Aftershock,Enchantment: Cinderhulk,Abyssal Mask,Ninja Tabi,N/A,Bramble Vest,N/A,Oracle Lens
{'summonerName': 'Nerf Me'},100,4,78,DUO_SUPPORT,BOTTOM,4,14,3855,3147,3142,1036,1001,0,3364,False,9,7,6,2,2,1,0,0,0,0,289,30868,1134,25952,3781,0,11930,807,10394,728,13863,5173,7809,881,7763,7175,0,0,32,0,0,0,11,3,0,21,12,2,False,False,False,False,8112,"{'10-20': 1.5, '0-10': 1.7000000000000002}","{'10-20': 403, '0-10': 264.1}","{'10-20': 441.5, '0-10': 228.1}",Poppy,Flash,Ignite,Blue,Electrocute,Runesteel Spaulders,Duskblade of Draktharr,Youmuu's Ghostblade,Long Sword,Boots of Speed,N/A,Oracle Lens
{'summonerName': 'ThighsHighs'},100,5,24,SOLO,TOP,14,4,3153,3044,2422,2033,1042,0,3340,False,1,6,2,0,0,1,0,0,0,0,581,51867,14966,36648,252,0,5018,1648,3117,252,15533,9448,5626,458,5656,5425,0,0,94,4,4,0,12,1,0,8,5,0,False,False,False,False,8010,"{'10-20': 5.1, '0-10': 4.3}","{'10-20': 443.7, '0-10': 385.79999999999995}","{'10-20': 311.8, '0-10': 193.6}",Jax,Ignite,Flash,Blue,Conqueror,Blade of the Ruined King,Phage,Slightly Magical Boots,Corrupting Potion,Dagger,N/A,Warding Totem (Trinket)
{'summonerName': 'Gavii'},200,6,104,NONE,JUNGLE,11,4,1412,2031,3111,3179,3134,2055,3364,True,3,3,13,2,1,1,0,0,0,0,420,119810,4461,103434,11913,0,10908,462,10095,351,15005,5147,9642,215,9121,7675,2,0,24,111,51,25,13,4,0,28,5,6,False,False,True,False,8230,"{'10-20': 1.9, '0-10': 0.1}","{'10-20': 533.3, '0-10': 336.3}","{'10-20': 549.7, '0-10': 263}",Graves,Smite,Flash,Red,Phase Rush,Enchantment: Warrior,Refillable Potion,Mercury's Treads,Umbral Glaive,Serrated Dirk,Control Ward,Oracle Lens
{'summonerName': 'Sai Gadam'},200,7,44,DUO_SUPPORT,BOTTOM,4,14,0,0,0,0,0,0,0,True,1,9,19,0,0,1,0,0,0,0,302,20318,8987,7039,4291,0,5818,3781,1344,692,19626,4367,14618,641,6581,6200,0,0,24,2,0,2,10,0,0,22,10,1,False,False,False,False,8465,"{'10-20': 0.7999999999999999, '0-10': 1.6}","{'10-20': 323.29999999999995, '0-10': 280.8}","{'10-20': 330.5, '0-10': 241}",Taric,Flash,Ignite,Red,Guardian,N/A,N/A,N/A,N/A,N/A,N/A,N/A
{'summonerName': 'ìrelia'},200,8,268,SOLO,TOP,12,4,1056,3191,3020,3115,3165,0,3340,True,6,3,5,4,2,2,1,0,0,0,987,81742,77891,3851,0,0,10831,10682,148,0,11589,2722,6512,2355,8892,8750,1,0,132,12,8,4,13,0,0,8,6,0,False,False,False,False,8010,"{'10-20': 5.4, '0-10': 7.6}","{'10-20': 490.20000000000005, '0-10': 531.8}","{'10-20': 452.20000000000005, '0-10': 291.9}",Azir,Teleport,Flash,Red,Conqueror,Doran's Ring,Seeker's Armguard,Sorcerer's Shoes,Nashor's Tooth,Morellonomicon,N/A,Warding Totem (Trinket)
{'summonerName': 'Kyulkyung'},200,9,103,SOLO,MIDDLE,4,14,3020,3165,3285,3191,0,1056,3340,True,9,3,11,5,3,2,2,0,0,0,610,93601,53713,12459,27428,0,17662,11860,1301,4500,13943,7391,4991,1560,10369,9650,1,1,132,0,0,0,13,0,0,10,6,1,True,False,False,False,8112,"{'10-20': 5, '0-10': 8}","{'10-20': 499.1, '0-10': 528.5}","{'10-20': 564.6, '0-10': 376.6}",Ahri,Flash,Ignite,Red,Electrocute,Sorcerer's Shoes,Morellonomicon,Luden's Echo,Seeker's Armguard,N/A,Doran's Ring,Warding Totem (Trinket)
{'summonerName': '69ingYourmom'},200,10,222,DUO_CARRY,BOTTOM,7,4,2421,3031,3085,3006,1052,1029,3340,True,13,4,7,4,4,2,1,0,0,0,358,97228,469,90486,6272,1567,15039,236,14803,0,11369,3449,7446,473,10823,9035,4,1,100,12,4,0,12,0,0,11,6,1,False,False,False,False,8005,"{'10-20': 3.2, '0-10': 6.2}","{'10-20': 426.79999999999995, '0-10': 338.1}","{'10-20': 487.79999999999995, '0-10': 402}",Jinx,Heal,Flash,Red,Press the Attack,Broken Stopwatch,Infinity Edge,Runaan's Hurricane,Berserker's Greaves,Amplifying Tome,Cloth Armor,Warding Totem (Trinket)
{'summonerName': 'Pompous Peach'},100,1,56,NONE,JUNGLE,4,11,1400,2031,3111,3147,3814,3052,3364,False,4,5,4,2,1,1,0,0,0,0,811,150394,6886,131824,11683,0,11971,1329,9140,1501,29594,9446,19463,684,11039,10875,1,0,20,124,93,0,13,0,0,17,1,4,False,False,True,False,8008,"{'10-20': 0.8, '0-10': 0.1, '20-30': 1}","{'10-20': 364.9, '0-10': 300.2, '20-30': 400.3}","{'10-20': 402.70000000000005, '0-10': 239.7, '20-30': 402.1}",Nocturne,Flash,Smite,Blue,Lethal Tempo,Enchantment: Warrior,Refillable Potion,Mercury's Treads,Duskblade of Draktharr,Edge of Night,Jaurim's Fist,Oracle Lens
{'summonerName': 'Azeia'},100,2,267,DUO_SUPPORT,BOTTOM,14,4,3174,2055,3853,3105,3504,3117,3364,False,1,5,16,0,0,1,0,0,0,0,565,18136,13452,3262,1421,0,10225,7494,1309,1421,14510,8996,5292,221,7982,7725,1,1,11,0,0,0,12,9,0,48,28,3,False,False,False,True,8214,"{'10-20': 0.9, '0-10': 0, '20-30': 0.2}","{'10-20': 306, '0-10': 300.7, '20-30': 363}","{'10-20': 279.4, '0-10': 199.3, '20-30': 261.2}",Nami,Ignite,Flash,Blue,Summon Aery,Athene's Unholy Grail,Control Ward,Shard of True Ice,Aegis of the Legion,Ardent Censer,Boots of Mobility,Oracle Lens
{'summonerName': 'Sparkling Hitomi'},100,3,202,DUO_CARRY,BOTTOM,4,7,3095,3031,1033,3006,3094,3035,3340,False,11,8,9,4,3,2,2,0,0,0,429,135119,10305,123668,1145,1375,23662,2581,20171,909,21714,12383,8269,1061,13356,13225,0,0,167,4,4,0,14,7,0,33,17,3,True,False,False,True,8021,"{'10-20': 5.7, '0-10': 6.6, '20-30': 4.4}","{'10-20': 516.1, '0-10': 303.6, '20-30': 460.4}","{'10-20': 547.3, '0-10': 317, '20-30': 414}",Jhin,Flash,Heal,Blue,Fleet Footwork,Stormrazor,Infinity Edge,Null-Magic Mantle,Berserker's Greaves,Rapid Firecannon,Last Whisper,Warding Totem (Trinket)
{'summonerName': 'TSM Ataraxia'},100,4,245,SOLO,MIDDLE,4,12,3100,3152,3089,3111,1082,0,3364,False,5,7,3,3,1,1,0,0,0,0,465,132644,116482,15671,490,0,15650,12884,2276,490,29758,16538,12224,995,11496,11240,3,0,187,12,12,0,16,2,0,17,5,1,False,False,False,False,8112,"{'10-20': 6.7, '0-10': 6.9, '20-30': 5.1}","{'10-20': 495, '0-10': 476.2, '20-30': 527.8}","{'10-20': 333.3, '0-10': 286.4, '20-30': 472.70000000000005}",Ekko,Flash,Teleport,Blue,Electrocute,Lich Bane,Hextech Protobelt-01,Rabadon's Deathcap,Mercury's Treads,Dark Seal,N/A,Oracle Lens
{'summonerName': 'Driz'},100,5,58,SOLO,TOP,14,4,2033,3153,1054,3065,3047,1028,3340,False,1,8,7,0,0,1,0,0,0,0,419,79834,4161,74921,751,0,14790,2615,11423,751,33739,14624,18538,577,9000,9125,0,0,138,8,8,0,14,1,0,14,10,3,False,False,False,False,8010,"{'10-20': 5.9, '0-10': 5.699999999999999, '20-30': 2.2}","{'10-20': 502.70000000000005, '0-10': 375.1, '20-30': 368.6}","{'10-20': 312.2, '0-10': 223, '20-30': 307.5}",Renekton,Ignite,Flash,Blue,Conqueror,Corrupting Potion,Blade of the Ruined King,Doran's Shield,Spirit Visage,Ninja Tabi,Ruby Crystal,Warding Totem (Trinket)
{'summonerName': 'PerrySenpai'},200,6,28,NONE,JUNGLE,4,11,3100,3135,3041,3020,3916,1402,3364,True,12,2,9,8,2,2,1,0,0,0,1415,237457,205850,19771,11835,0,32880,30871,537,1472,29206,6753,22128,324,14355,12825,2,0,41,184,122,12,17,3,0,17,4,2,False,False,False,False,8112,"{'10-20': 1.5, '0-10': 0.30000000000000004, '20-30': 2.1}","{'10-20': 622.9, '0-10': 409.9, '20-30': 617.1}","{'10-20': 502.3, '0-10': 288.2, '20-30': 564.4000000000001}",Evelynn,Flash,Smite,Red,Electrocute,Lich Bane,Void Staff,Mejai's Soulstealer,Sorcerer's Shoes,Oblivion Orb,Enchantment: Runic Echoes,Oracle Lens
{'summonerName': 'Inłº Yøμr ƒªçe'},200,7,268,DUO_CARRY,BOTTOM,4,14,3157,1058,3115,1056,3020,1058,3340,True,3,7,8,2,1,1,0,0,0,0,524,149099,137358,9032,2708,0,17098,15895,183,1018,17275,5572,10924,778,11247,10550,2,0,184,18,6,4,14,0,0,15,8,1,False,False,False,False,9923,"{'10-20': 6.6, '0-10': 6.6, '20-30': 5}","{'10-20': 456.5, '0-10': 298.7, '20-30': 523}","{'10-20': 373.5, '0-10': 264.3, '20-30': 402.6}",Azir,Flash,Ignite,Red,Hail of Blades,Zhonya's Hourglass,Needlessly Large Rod,Nashor's Tooth,Doran's Ring,Sorcerer's Shoes,Needlessly Large Rod,Warding Totem (Trinket)
{'summonerName': 'ìrelia'},200,8,39,SOLO,MIDDLE,12,4,2033,3153,3026,2055,3078,3047,3340,True,9,5,8,3,2,2,1,0,0,0,781,128539,15188,113351,0,0,20937,6311,14626,0,25124,7564,17065,494,13360,11733,1,1,188,6,0,0,16,4,0,29,11,5,False,False,False,False,8010,"{'10-20': 6, '0-10': 7, '20-30': 5.7}","{'10-20': 382.8, '0-10': 553.2, '20-30': 596.5}","{'10-20': 366.5, '0-10': 360.4, '20-30': 517.2}",Irelia,Teleport,Flash,Red,Conqueror,Corrupting Potion,Blade of the Ruined King,Guardian Angel,Control Ward,Trinity Force,Ninja Tabi,Warding Totem (Trinket)
{'summonerName': 'Honestly Garbage'},200,9,266,SOLO,TOP,4,12,1054,3812,3071,1037,3111,3052,3340,True,7,3,6,3,2,1,0,0,0,0,701,133600,1142,123032,9425,0,22687,554,22132,0,27746,5091,19800,2853,11935,10425,3,0,179,6,2,4,16,0,0,10,7,1,False,False,False,False,8010,"{'10-20': 6.9, '0-10': 5.9, '20-30': 4.800000000000001}","{'10-20': 534.4, '0-10': 411.6, '20-30': 514.9}","{'10-20': 355.5, '0-10': 271.8, '20-30': 451}",Aatrox,Flash,Teleport,Red,Conqueror,Doran's Shield,Death's Dance,Black Cleaver,Pickaxe,Mercury's Treads,Jaurim's Fist,Warding Totem (Trinket)
{'summonerName': 'MoldyCheese1'},200,10,89,DUO_SUPPORT,BOTTOM,4,14,3109,3050,3857,2424,3117,1031,3364,True,2,5,18,0,0,1,0,0,0,0,379,37408,15744,13137,8527,0,10814,5770,3994,1050,19329,4979,12765,1584,8773,6865,1,0,38,0,0,0,13,1,0,58,23,9,False,False,False,False,8439,"{'10-20': 1.7, '0-10': 1.2, '20-30': 0.9}","{'10-20': 429.3, '0-10': 247.8, '20-30': 428.8}","{'10-20': 311.70000000000005, '0-10': 158.7, '20-30': 328}",Leona,Flash,Ignite,Red,Aftershock,Knight's Vow,Zeke's Convergence,Pauldrons of Whiterock,Broken Stopwatch,Boots of Mobility,Chain Vest,Oracle Lens
{'summonerName': 'Skraight'},100,1,432,DUO_SUPPORT,MIDDLE,4,14,2065,3107,3853,0,3174,3117,3364,True,2,5,23,0,0,1,0,0,0,0,691,32649,24271,5868,2509,0,13092,8989,1592,2509,16460,3123,12603,734,10389,9000,0,1,16,0,0,0,16,10,0,92,47,9,False,False,False,False,8465,"{'10-20': 0.8, '0-10': 0.1, '30-end': 1, '20-30': 0.2}","{'10-20': 353.6, '0-10': 253, '30-end': 490.8, '20-30': 614.6}","{'10-20': 356.29999999999995, '0-10': 148.8, '30-end': 313.6, '20-30': 313.8}",Bard,Flash,Ignite,Blue,Guardian,Shurelya's Reverie,Redemption,Shard of True Ice,N/A,Athene's Unholy Grail,Boots of Mobility,Oracle Lens
{'summonerName': 'ˆKingˆ'},100,2,64,NONE,JUNGLE,4,11,1400,2055,3143,3071,3082,3111,3340,True,5,8,13,2,1,1,0,0,0,0,400,134721,22999,103142,8579,0,10882,1862,8394,625,39024,10794,26199,2030,12214,10850,1,0,28,129,81,9,16,5,0,28,11,0,True,False,False,False,8010,"{'10-20': 0.4, '0-10': 0.2, '30-end': 2.4, '20-30': 0.9}","{'10-20': 281.5, '0-10': 282.6, '30-end': 636.4, '20-30': 664}","{'10-20': 251.2, '0-10': 272.3, '30-end': 402.2, '20-30': 425.1}",LeeSin,Flash,Smite,Blue,Conqueror,Enchantment: Warrior,Control Ward,Randuin's Omen,Black Cleaver,Warden's Mail,Mercury's Treads,Warding Totem (Trinket)
{'summonerName': 'LaoWang1'},100,3,67,SOLO,BOTTOM,4,7,3153,3124,3046,3052,1011,3006,3363,True,10,8,15,4,3,2,3,0,0,0,424,147856,3106,113585,31164,457,31298,884,21713,8701,28848,8269,18397,2181,14358,13225,2,1,155,16,12,1,16,1,0,25,10,3,False,False,False,False,8005,"{'10-20': 5.2, '0-10': 6.1, '30-end': 2.8, '20-30': 2.8}","{'10-20': 462.2, '0-10': 290.1, '30-end': 406.4, '20-30': 632.4000000000001}","{'10-20': 394.70000000000005, '0-10': 263, '30-end': 318, '20-30': 556.5}",Vayne,Flash,Heal,Blue,Press the Attack,Blade of the Ruined King,Guinsoo's Rageblade,Phantom Dancer,Jaurim's Fist,Giant's Belt,Berserker's Greaves,Farsight Alteration
{'summonerName': 'December First'},100,4,4,DUO_CARRY,MIDDLE,12,4,3089,3157,3111,3100,3041,3027,3363,True,7,3,10,6,1,3,1,1,0,0,1025,207243,186463,18824,1954,0,25864,22269,2150,1444,23729,9154,13652,922,16341,15525,2,1,213,29,15,3,17,3,0,24,9,5,False,False,False,False,8112,"{'10-20': 7, '0-10': 6.5, '30-end': 3.2, '20-30': 5.9}","{'10-20': 424.8, '0-10': 419.70000000000005, '30-end': 333.8, '20-30': 754.9}","{'10-20': 397.20000000000005, '0-10': 304.4, '30-end': 306.4, '20-30': 710.1}",TwistedFate,Teleport,Flash,Blue,Electrocute,Rabadon's Deathcap,Zhonya's Hourglass,Mercury's Treads,Lich Bane,Mejai's Soulstealer,Rod of Ages,Farsight Alteration
{'summonerName': 'ban c if i care'},100,5,82,SOLO,TOP,12,4,3151,3152,3047,3116,3165,1052,3340,True,13,8,5,7,3,4,1,1,1,0,350,227575,189373,21176,17023,0,37450,30914,4758,1777,36622,9745,24563,2314,17661,13310,4,0,220,33,14,6,18,1,0,39,13,5,False,False,True,False,8010,"{'10-20': 7.4, '0-10': 7.4, '30-end': 3.6, '20-30': 5.2}","{'10-20': 603.4000000000001, '0-10': 431.79999999999995, '30-end': 635.2, '20-30': 590}","{'10-20': 546.5999999999999, '0-10': 284.2, '30-end': 676.4, '20-30': 477.70000000000005}",Mordekaiser,Teleport,Flash,Blue,Conqueror,Liandry's Torment,Hextech Protobelt-01,Ninja Tabi,Rylai's Crystal Scepter,Morellonomicon,Amplifying Tome,Warding Totem (Trinket)
{'summonerName': 'Tcarbins'},200,6,48,NONE,JUNGLE,11,4,1401,3065,3075,3009,1011,2055,3364,False,3,7,12,0,0,1,0,0,0,0,612,149383,52318,88828,8237,41,9524,3081,5382,1060,48556,17328,27752,3475,10861,10535,0,0,23,145,106,12,15,3,0,23,3,6,False,False,False,False,8230,"{'10-20': 0.30000000000000004, '0-10': 0.3, '30-end': 0.4, '20-30': 1.5}","{'10-20': 386.9, '0-10': 329, '30-end': 479.6, '20-30': 403.9}","{'10-20': 306.1, '0-10': 291.4, '30-end': 258.8, '20-30': 305.29999999999995}",Trundle,Smite,Flash,Red,Phase Rush,Enchantment: Cinderhulk,Spirit Visage,Thornmail,Boots of Swiftness,Giant's Belt,Control Ward,Oracle Lens
{'summonerName': 'ìrelia'},200,7,268,SOLO,MIDDLE,12,4,3102,3115,3020,1026,3089,3916,3340,False,6,6,12,4,1,1,0,0,0,0,742,232092,227124,4968,0,0,29875,29401,473,0,23136,9682,12390,1062,14586,13800,0,0,256,4,4,0,18,2,0,22,13,4,False,False,False,False,8229,"{'10-20': 5.5, '0-10': 7, '30-end': 12, '20-30': 6.8}","{'10-20': 455.6, '0-10': 413.8, '30-end': 1050.6, '20-30': 529}","{'10-20': 326.9, '0-10': 266.2, '30-end': 817.4, '20-30': 367.29999999999995}",Azir,Teleport,Flash,Red,Arcane Comet,Banshee's Veil,Nashor's Tooth,Sorcerer's Shoes,Blasting Wand,Rabadon's Deathcap,Oblivion Orb,Warding Totem (Trinket)
{'summonerName': 'Slividee'},200,8,875,SOLO,TOP,4,12,1054,3153,3812,3742,3111,0,3340,False,4,8,12,0,0,1,0,0,0,0,453,180006,944,138520,40540,0,26600,844,22119,3636,41411,18577,16905,5928,12271,12150,0,0,206,4,1,0,17,2,0,24,12,2,False,False,False,False,8010,"{'10-20': 7.300000000000001, '0-10': 5.6, '30-end': 4.2, '20-30': 5.6}","{'10-20': 547.2, '0-10': 440.29999999999995, '30-end': 646.4, '20-30': 421.9}","{'10-20': 417.2, '0-10': 253.29999999999998, '30-end': 342.6, '20-30': 331.4}",Sett,Flash,Teleport,Red,Conqueror,Doran's Shield,Blade of the Ruined King,Death's Dance,Dead Man's Plate,Mercury's Treads,N/A,Warding Totem (Trinket)
{'summonerName': 'Maximillie'},200,9,29,DUO_CARRY,BOTTOM,4,3,3033,3031,3139,3046,3006,3085,3363,False,18,9,5,5,5,2,2,0,0,0,418,238020,989,217535,19495,688,42670,570,39249,2851,23840,9757,12473,1609,17668,18110,2,0,254,28,24,0,16,4,0,24,14,6,False,False,False,False,9923,"{'10-20': 9.2, '0-10': 7.8, '30-end': 5.4, '20-30': 5.699999999999999}","{'10-20': 457.3, '0-10': 354.5, '30-end': 572.8, '20-30': 486.3}","{'10-20': 533.7, '0-10': 329.5, '30-end': 584.2, '20-30': 557.6}",Twitch,Flash,Exhaust,Red,Hail of Blades,Mortal Reminder,Infinity Edge,Mercurial Scimitar,Phantom Dancer,Berserker's Greaves,Runaan's Hurricane,Farsight Alteration
{'summonerName': 'PhantomBarrageX'},200,10,89,DUO_SUPPORT,BOTTOM,4,14,3860,3190,3109,3117,2055,1031,3364,False,1,7,11,0,0,1,0,0,0,0,875,35963,14197,9586,12179,0,6555,3748,2172,634,26864,12952,10231,3680,7921,6925,0,0,54,0,0,0,15,3,0,62,22,12,False,False,False,False,8439,"{'10-20': 1.5, '0-10': 2.2, '30-end': 0.4, '20-30': 1.5}","{'10-20': 311.5, '0-10': 258.2, '30-end': 388.4, '20-30': 472.2}","{'10-20': 253.10000000000002, '0-10': 190.8, '30-end': 164, '20-30': 211.7}",Leona,Flash,Ignite,Red,Aftershock,Bulwark of the Mountain,Locket of the Iron Solari,Knight's Vow,Boots of Mobility,Control Ward,Chain Vest,Oracle Lens
{'summonerName': 'ìrelia'},100,1,268,SOLO,MIDDLE,12,4,1056,3111,3115,3151,1058,0,3340,False,3,7,3,2,1,1,0,0,0,0,674,98092,93746,4206,140,0,11641,11087,469,84,15416,7700,7632,83,9418,8950,0,0,163,4,4,0,13,0,0,15,8,2,False,False,False,False,8008,"{'10-20': 5, '0-10': 6.3}","{'10-20': 361.29999999999995, '0-10': 383.3}","{'10-20': 296.1, '0-10': 233.3}",Azir,Teleport,Flash,Blue,Lethal Tempo,Doran's Ring,Mercury's Treads,Nashor's Tooth,Liandry's Torment,Needlessly Large Rod,N/A,Warding Totem (Trinket)
{'summonerName': 'Grumpy SexyJesus'},100,2,43,DUO_SUPPORT,BOTTOM,14,4,3853,3504,3111,3174,0,0,3364,False,0,11,12,0,0,0,0,0,0,0,300,26209,23202,2229,778,0,11468,9792,898,778,13610,6306,7043,260,6427,6150,0,0,19,0,0,0,13,2,0,29,18,3,False,False,False,False,8214,"{'10-20': 0.4, '0-10': 0.3}","{'10-20': 242.39999999999998, '0-10': 241.2}","{'10-20': 191.6, '0-10': 186.9}",Karma,Ignite,Flash,Blue,Summon Aery,Shard of True Ice,Ardent Censer,Mercury's Treads,Athene's Unholy Grail,N/A,N/A,Oracle Lens
{'summonerName': 'Loving Swordman'},100,3,157,SOLO,TOP,12,4,3031,3006,3046,3812,1028,0,3340,False,8,9,5,3,2,1,0,0,0,0,374,158512,13224,136907,8380,548,18429,1713,16346,370,24765,7235,15881,1648,12809,11750,1,0,184,4,0,0,15,0,0,3,1,1,False,False,True,False,8010,"{'10-20': 6.9, '0-10': 5.2}","{'10-20': 530.9000000000001, '0-10': 445.29999999999995}","{'10-20': 475.70000000000005, '0-10': 321.4}",Yasuo,Teleport,Flash,Blue,Conqueror,Infinity Edge,Berserker's Greaves,Phantom Dancer,Death's Dance,Ruby Crystal,N/A,Warding Totem (Trinket)
{'summonerName': 'The Sneaky '},100,4,29,DUO_CARRY,BOTTOM,4,3,3046,3031,3035,3085,3006,0,3363,False,10,8,2,3,3,3,2,1,0,0,403,110172,86,101281,8804,479,18855,86,16887,1881,15551,6863,8527,160,12230,11800,0,0,162,4,4,0,13,0,0,18,6,3,False,False,False,False,9923,"{'10-20': 5.7, '0-10': 6.5}","{'10-20': 408.70000000000005, '0-10': 273.2}","{'10-20': 439.9, '0-10': 351.3}",Twitch,Flash,Exhaust,Blue,Hail of Blades,Phantom Dancer,Infinity Edge,Last Whisper,Runaan's Hurricane,Berserker's Greaves,N/A,Farsight Alteration
{'summonerName': 'King Ardin'},100,5,20,NONE,JUNGLE,4,11,1413,2031,3047,1031,3152,0,3364,False,2,6,10,2,1,1,0,0,0,0,580,160355,89399,27213,43742,0,11451,9854,1228,368,31822,10501,20675,646,9162,7275,0,0,47,102,82,0,14,3,0,12,3,2,False,False,False,False,8230,"{'10-20': 2, '0-10': 0.6}","{'10-20': 432.2, '0-10': 355.5}","{'10-20': 290.5, '0-10': 336.9}",Nunu,Flash,Smite,Blue,Phase Rush,Enchantment: Cinderhulk,Refillable Potion,Ninja Tabi,Chain Vest,Hextech Protobelt-01,N/A,Oracle Lens
{'summonerName': 'O1EI'},200,6,78,SOLO,TOP,12,4,0,3105,3075,3068,3047,3025,3340,True,6,9,13,2,2,1,0,0,0,0,384,108486,37361,67212,3911,41,19561,6528,12614,418,27789,8115,18580,1094,11352,10900,0,0,132,13,0,8,15,2,0,25,11,1,False,False,False,False,8437,"{'10-20': 5.2, '0-10': 6.699999999999999}","{'10-20': 513, '0-10': 482.29999999999995}","{'10-20': 447.3, '0-10': 305.3}",Poppy,Teleport,Flash,Red,Grasp of the Undying,N/A,Aegis of the Legion,Thornmail,Sunfire Cape,Ninja Tabi,Iceborn Gauntlet,Warding Totem (Trinket)
{'summonerName': 'FWS iLLoominaTed'},200,7,120,NONE,JUNGLE,6,11,1413,3026,3076,3078,3111,3082,3364,True,13,4,7,8,2,3,2,1,0,0,478,169370,36103,120624,12642,9,13624,2053,10786,784,31301,8721,22115,464,13245,12433,1,1,31,147,83,17,15,2,0,24,6,3,False,False,False,False,8010,"{'10-20': 0.8999999999999999, '0-10': 0.1}","{'10-20': 506.20000000000005, '0-10': 379.1}","{'10-20': 555, '0-10': 326.4}",Hecarim,Ghost,Smite,Red,Conqueror,Enchantment: Cinderhulk,Guardian Angel,Bramble Vest,Trinity Force,Mercury's Treads,Warden's Mail,Oracle Lens
{'summonerName': 'FBZ BlakeSiren'},200,8,4,SOLO,MIDDLE,4,21,3157,3094,3027,3009,3100,0,3363,True,4,3,19,2,2,2,1,0,0,0,1106,148660,130231,16809,1620,207,19209,16410,2658,140,20539,7447,12401,691,13195,12550,1,0,210,8,4,4,16,2,0,12,8,1,False,False,False,False,8229,"{'10-20': 8.5, '0-10': 7}","{'10-20': 595.5, '0-10': 383.9}","{'10-20': 541.4, '0-10': 295.8}",TwistedFate,Flash,Barrier,Red,Arcane Comet,Zhonya's Hourglass,Rapid Firecannon,Rod of Ages,Boots of Swiftness,Lich Bane,N/A,Farsight Alteration
